"ranking","Chinese.origin.data","Baidu.translated.data","Baidu.English.sentiment.analysis.postitive.probability.base.on.Baidu.translated.data."
10,"看完干笑了几声，觉得冯导满怀恶意","Watching laughed, felt Pingdao malicious",1
10,"看完感觉整个人都不好了。骂了一个多小时的娘还不解气。。。冯小刚，操你妈！","It's not good to see the whole person after seeing it. The mother who has been scolding for more than an hour is still not getting angry. Feng Xiaogang, fuck your mother!",0.759039
10,"看完这部电影（可能还不能称之为电影），真的觉得是成全了别人，恶心了自己。扫毒、无人区、风暴都比这部强，至少这几部看完出了电影院觉得还不错，值了票价，这部看完出来居然和一起看的朋友无语凝噎，吐槽的心情都没了。冯导必将再次遭遇信任危机了，信任这东西一旦失去就很难挽回了。","After watching this film (perhaps not called a movie), I really feel that it is a complete person and disgusted. No, anti drug area, than the strong storm, at least a couple of the reading out of the cinema feel good, the value of the fare, the read out actually and watching friends Speechless choke, Tucao no mood. Feng guide will inevitably encounter the crisis of trust again, and it is difficult to redeem it if it is lost.",0.874849
10,"看完隔了两天来打星，很愉快的发现自己已经不犹豫打三星还是两星了呢~","After every two days to make a star, very happy has found himself not hesitate to Samsung or two it ~",0.759559
10,"看的云里雾里...大概知道它要表达过去的时光不再来，想要的东西实现不了，于是催生了私人定制。但私人定制可以改变人对地球或者其他事物的改变吗？到头不过是白日梦。这电影挺悲观，也自嘲，用高中老师爱说的：中心思想不明确，论据用的不准确。","Look foggy... Probably know it to express the past time longer, what you want is not achieved, then gave birth to the private custom. But can personal customization change people's changes to the earth or other things? It's just a daydream at the end of the day. The film is rather pessimistic and self mocking, with the high school teacher's love to say: the central idea is not clear, the argument is inaccurate.",0.729977
10,"看的后悔","Repentance",1
10,"看的时候有个妹子大声说不好看，我上去一个巴掌就扇过去了，妈的，给我都吵醒了","When I look at it, there is a girl who says it is not good. I go up and fan it. My mother, I wake up.",0.775052
10,"看的时候简直不敢相信能有这么烂的片子…微电影的小串烧也能叫大片儿了么？讽刺幽默的内容和方式极度无聊愚蠢肤浅恶趣味，快把我气哭了。","I can't believe it can have such a bad film when I look. Micro film small skewers can also call the blockbuster it? The content and way of satirize and humour are extremely boring and silly, and it is quick to cry.",0.720744
10,"看第一个故事不到一半就觉得无聊了 可能真的写在纸上看着好受点","When the first story is less than half the feeling is boring, it may really be written on the paper and look good.",0.719546
10,"看过之后，用一句话归结：冯导，你在靠忽悠吸金吗？.太烂了吧，笑点太少，唯一的笑点也就是广告片上那点！ 这次冯导的喜剧可谓登峰造极烂到人人唾弃了~~~ 对春晚也不抱太大希望，就当平时去看就好~~葛优也不会搞笑了吗？ 葛优你在啃老吗？ 整天忙着拍拍广告，收点钱就好了，以后别出来拍电影了~~~烂。","After seeing it, it comes down to a sentence: Feng Dao, are you sucking gold by the flicker? . it sucks, bursting point is too small, only the bursting point is advertising on that point! The Pingdao comedy is rotten to everyone on the ~ ~ ~ reach the peak of perfection on the Spring Festival Gala is also not much hope, as usual to look good ~ ~ Ge You is not funny? Ge You, are you gnawing at the old? All day busy patting the advertising, collecting some money is good, and then do not come out to take a film - ~ ~ ~ ~.",0.882282
10,"看过的朋友都说烂，要我不要去看。我还以身试法非要看看，结果，第二个故事开始就哈欠连天，丹姐一出来，我就睡着了！还挺香，被一男的接电话给吵醒了，恨得我！起身走人！出了电影院，我抽了自己一耳光，犯贱！","All the friends I've seen are saying that I don't want to see it. I have to try the method to see, results, second stories began to yawn, Dan came out, I fell asleep! It is very fragrant, a man's call to wake up, hate me! Get up and go! Out of the cinema, I draw yourself a slap in the face!",0.846771
10,"真他妈太好看了","It's really nice of his mother",0.797653
10,"真心不好看，至少我感觉全程无笑点，剧情也是甲方乙方2，电影中也是很讨厌矫揉造作的煽情。 非常不喜欢笑点跟煽情都是如此的假和硬搬。。","I really do not look good, at least I feel the whole journey without a smile, the plot is also Party A Party B 2, the film is also a very disgusting and incisational sentimentality. I really don't like laughing and feeling so false and hard to move.",0.731926
10,"真心不是一般的失望！我宁愿拿着这些钱买几箱矿泉水倒着玩！看一个故事就看不下去了，不超过五分钟的笑点！还好意思叫什么讽刺喜剧，这两个名词它都不配！老了就在家好好看孩子，别给中国电影添乱了！","It's not a general disappointment! I'd rather take the money and buy some boxes of mineral water and play it down. You can't see a story, no more than five minutes of laughter! It's good to be called a satirical comedy, and these two nouns don't match it! The old is at home to see the child, don't give Chinese film anymore!",0.84468
10,"真心空洞","Truly empty",1
10,"真心难看","Unsightly",1
10,"真恶心","Nausea",1
10,"真恶心，说教意味好重，在电视里被说教，在报纸里被说教，在单位被说教，尼玛你说叫一点点也就算了，看个电影竟然说教说的这么严重，太辜负我的几十块钱了。要不是实在没地方可去，我也早就不玩手机跟别的人一样提前退场了。","It's disgusting. Sermon means a lot. I was preach in TV. I was preaching in newspapers. I was preaching in a unit. Nima said you could hardly ask for a little. If it wasn't really nowhere to go, I didn't play the phone as early as anyone else.",0.720097
10,"真是映了那句话:成全了票房，恶心了自己！这不能叫电影，最多是一个影视学院大一学生暑期作业的脚本集锦，逻辑混乱，故事牵强，手法老套，观点陈旧，思想浅薄！看了一点回味的基情都没有。","That's the saying: it's all the box office, it's disgusting! It can't be called a movie. It's a script collection of summer school homework for a freshman in a movie and TV College. It's logically confusing, farfetched, old-fashioned, outdated and shallow. There is no basis for the aftertaste.",0.762661
10,"真的，小时代都比这鬼片好看 有这时间不如看两小时微博段子来的爽~","Really, the little times are better than the ghost movies. It's not as good as the two hours of micro-blog.",0.740301
10,"真的不好看，。太过了，特别是白百何。我看了十分钟就想走人了，，真的不值。广告看着就烦，，还不知道他想说什么！！比富春山居图的广告还垃圾。。。。。。。葛大爷倒是一如既往的可爱。。。","It's really not good. It's too much, especially Bai Baihe. I wanted to go for ten minutes, and it was really not worth it. The advertisement looks annoying, and does not know what he wants to say! Than the Fuchun mountains ads garbage....... Uncle Ge is as lovely as ever.",0.818378
10,"真的不好看…好想有个进度条让我拉一下…快进快进快进…","It's really not good... I think there's a progress bar for me to pull... Fast in, fast forward and fast forward.",0.752665
10,"真的令人太失望了，如果想去电影院就别看这部了，真心不推荐！还不如看无人区呢","It's really very disappointing. If you want to go to the cinema, don't look at it. I really don't recommend it! It's better to see the unmanned area.",0.774735
10,"真的恶心到我了，每次看电影都是掏了钱的，花了钱的事儿从来都不半途而废，这次是真正的想半途离场，越看到最后，愈明白了一个道理，当你不喜欢它的时候，做什么都是错的，后续我再也看不下去了，引起了我生理上的反感啊，真的觉得心里想吐啊，可能是看前对冯导是有点期望的吧","Really disgusting to me, every time the movie is out of money, the money thing never give up halfway, this is really want to leave halfway, see more and more finally, understand a truth, when you don't love it, do what is wrong, follow me couldn't stand it any longer, I caused physical resentment ah, really feel sick ah, it is probably the Pingdao is somewhat expected.",0.718256
10,"真的感觉不好看·······················拼拼凑凑的感觉","It really doesn't feel good about Yp's patchwork.",0.724831
10,"真难看","Ugly",1
10,"睡不着，请看私人定制！一定会让你有个好觉","Can't sleep, please look at the private custom! It's going to make you feel good",0.727815
10,"睡着","Fall asleep",1
10,"睡着了看的","Fall asleep",1
10,"矫情","Hypocritical",1
10,"确实这部片子让人很失望，冯导有史以来最烂的一部片子了。不敢想象冯导现在的水平就这样了？是他退步了还是观众的欣赏水平提高了？一颗星是留给葛大爷的。太喜欢他了。","Indeed, the film was disappointing, and Feng led the worst film in history. Can not imagine Feng guide now the level of this? Is it his retreat or the appreciation level of the audience? One of the stars is for Grandpa Ge. I like him too much.",0.757241
10,"神马玩意儿啊","Gizmos",1
10,"神马破玩意！伤钱伤时间的坑货！另外再一次直到看完都把白白何当成王珞丹，撞脸好尴尬 @金逸","The horse is broken! Hurt the money to hurt the time of the pit! And again until after seeing all the white as Wang Luodan, face good embarrassed @ Kim Yi",0.742987
10,"私人定制，冯小刚用很长一段反击了评价他俗的人，有点像赵本山春晚小品反击别人说他俗的感觉。给人感觉很酸很矫情。王朔从痞子变成了文人，少了年轻时给冯小刚写本子的幽默，也少了成名之后送给姜文本子的霸气，反而变得很哲学，很沉思，和冯小刚有点不搭调了。","Personal custom, Feng Xiaogang used a long time to counter the evaluation of his vulgar people, a little like Zhao Benshan Spring Festival Gala retaliate others to say his vulgar feeling. People feel very acid very hypocritical. Wang Shuo became the scholar from ruffian, less young Feng Xiaogang to write the book of humor, after less famous book to Jiang Wen domineering, but became very philosophical, a meditation, and Feng Xiaogang is not in tune.",0.770184
10,"私人定制，它带着一张面具，拒绝以真面目示人，所有人都用一种逢场作戏的姿态讥笑别人，以为站在道德制高点，可以批判世俗，调戏他人，奚落人生如梦如影。冯小刚越来越缺少一种艺术创作的灵气，和批判自身的勇气。后者这才是喜剧真正的魅力。","Private custom, with a mask, refused to show his true colors, all people laugh at others with an attitude that stand in find amusement when the occasion arises, the moral high ground, can be critical of secular, molesting others, such as Life is but a dream. ridicule. Feng Xiaogang increasingly lacks the spirit of a kind of artistic creation, and the courage to criticize himself. The latter is the real charm of comedy.",0.76015
10,"私人定制太好了，帮我第一次在电影院入眠～","It's so nice to help me sleep in the cinema for the first time.",0.785548
10,"称之为电影实在牵强，不如看三个小品中间插播一个公益广告，这部电影又是为了冯导以后的大制作赚够资金？整部电影看完感觉导演非常随意，有那么点侮辱观众的意思。","The movie is really far fetched. It's better to see a public service in the middle of three pieces, and this film is for Feng's big production to make enough money. After the whole movie, the director was very casual, and it was a little insulting to the audience.",0.75218
10,"穿帮无数","Goof countless",1
10,"突然觉得小时代真的好好看！","I suddenly feel that the little times really look good!",0.730423
10,"立意不错，但拍得真的是……还不如小时代呢= =","It meant well, but it was really... It's not as good as the little times = = = = = =",0.807662
10,"竟然有5分以上，呵呵。格瓦拉活动花了一分钱去看，只花了一分钱真是太好了，多花一分都能恶心到我。整个片子最奇葩的地方在于居然连吐槽都觉得多余浪费。","There are more than 5 points, huh. Guevara spent a penny to see it. It was very good to spend a penny, and it would be disgusting to me. The most curious thing about the whole film is that even the tucking is unnecessary and wasteful.",0.772071
10,"笑点很冷，节奏拖沓，最后的结尾莫名其妙，虽然电影想要影射现实，但说教意味太浓，总而言之，让人犯困的无聊电影。","Laughing is very cold, the rhythm is procrastinating, and the final ending is inexplicable. Although the movie wants to allude to reality, it means too much sermon. In a word, it makes people feel sleepy.",0.715496
10,"第一个故事 批判国家当官的容易腐败 .　　第二个故事 批判有钱人上流人反而觉得农民的生活不俗 .　　第三个故事 批判普通人第一个直觉就是想要有钱 .　　纵观整个影片，引人反思和解决办法性的内容较少，不成文的跳跃让整部影片很牵强，如果单独每个故事，每个细节，以及最后对环境保护的声讨，那都是","The first story criticizing the government officials and easy corruption. The second story criticism of wealthy upper class people feel the lives of farmers well. The third story criticism of ordinary people first instinct is to want to be rich. Throughout the film, serious reflection and solution of the content is less, the unwritten jump makes the whole movie is far fetched if alone, every story, every detail, and finally to the environmental protection to denounce, that is",0.820104
10,"第一个故事因为范伟的造型让我恍惚看到了蛤蛤和二月鸟合体，感觉还不错，结果冯导马上用第二个故事给我糊了一脸shit。第三个故事不咸不淡的演完，冯导又担心我们睡着马上糊上来第二坨shit。","The first story, because Wei Fan's modeling made me vaguely see the clam clam and the February bird fit. It felt pretty good. So Feng guide immediately gave me a face shit with second stories. The third story commom;cynical played out, Fengdao and worry we fell asleep immediately paste up second Tuo shit.",0.723349
10,"第一次看电影看到愤怒，冯小刚简直消费掉了这么多年来所有累计的好感","For the first time in the movie, I saw anger, and Feng Xiaogang had consumed all the good feelings of all these years.",0.777271
10,"第一次进影院看冯的电影，也是目前感觉最渣的作品。摄影、布景等非故事核心的部分越来越高大上了，故事本身却越来越莫名其妙了。","The first time to go to the cinema to see feng's film, is also the most dregs of the work. The part of the non story core of photography and scenery is becoming more and more tall, and the story itself is becoming more and more indescribable.",0.757896
10,"第一段总结是人民腐蚀了政府官员，人民太坏！第二段说我冯小刚就一拍俗片儿的你们爱看看不看滚。第三段给有钱人洗地，有钱也是很痛苦的呀！最后那一段诗歌朗诵无力吐槽。广告植入得令人发指，我居然掏钱看了这么一部散发腐臭的电影，实在值得反省。以后再没电影看都不能再给烂片贡献票房了。","The first paragraph is that the people corrode the government officials, the people are too bad! Second I said Feng Xiaogang is a shot of the vulgar piece you love to look at watch roll. The third paragraph washes the land for the rich, and the money is very painful. In the last paragraph of the poem, the recitation was weak. Ads appalling, I actually pay to see such a smelling bad movie, really worthy of reflection. After no movie can't give a bad contribution to the box office.",0.842541
10,"第一段还勉强可以，范伟演得很好，后来两段感觉就是胡乱拍的感觉.本可给两星，荐于冯小刚那段时间的言行扣一星，而且他的导演才能在1942时已经耗光，现在在向郭敬明看齐啊","The first section also can barely, Wei Fan played very well, then two feeling is feeling. This can take up to two weeks, Feng Xiaogang recommended in time and buckle a star, and his director can in 1942 has been depleted, now in line to Guo Jingming.",0.72911
10,"等到一年后才去看这部片子，看完后就删除了，是强忍着看完的，我不知道导演是在表达的什么，但到处可见广告，风景宣传片，在加上那些低能的自嘲，完全是乱炖，通过浮夸的方式表现钱权俗，生搬硬套，莫名其妙，还有最后那个所谓的情怀，都是骗人的。我甚至连评论的耐心都没有了。说好的道歉呢？懒得听了","Wait a year before I go to see the film, after I deleted, is trying to read, I do not know what the director's expression, but the scenery everywhere advertising, promotional film, in addition to the low energy is completely self deprecating, Luandun, by way of money right grandiose vulgar, mechanically finally, the so-called rather baffling, and feelings, is a lie. I didn't even have the patience to comment. What about a good apology? Too lazy to hear",0.740661
10,"简直不敢置信这电影有5.4分，不打一星简直对不起我在电影院里翻的白眼球。感觉就像是老师布置了800字作文，学生写了200字就憋不出来了，后面就一直在凑数，而且真的凑得很辛苦。","I can't believe the film has 5.4 points, and I'm sorry I'm sorry I've turned the white eyes in the cinema. It feels like the teacher arranged a 800 word essay, students write 200 words I can't back out, has been in there, but really very hard.",0.849674
10,"简直不能更恶心人，说真的太后悔去看了。最后的环保宣传不觉得很突兀，很凑时间，很生硬，很矫情吗。本来也不算一无是处，毕竟那几段故事也是有有趣的点的，但是一比较同期挡，算一算性价比，就只有呵呵的感觉了","Can't be more nausea, say really regret to see. Finally, the environmental protection propaganda does not feel very awkward, very together time, very stiff, very hypocritical. It's not all good at all. After all, those stories are interesting. But when we compare the same period, we only have the feeling of ha ha.",0.919618
10,"糕片～～","Cake slice ~ ~",0.775595
10,"终于等到了高清，就是想看看到底有多烂。看完，我只能说，这什么玩意儿，缝小肛为了这XX玩意儿，在微博上和人对骂，可你这拍的是什么XX东西，矫揉造作，不用想都知道是王朔那傻逼编剧。导个华谊年会版春晚十年收视率最低，拍个 电影差点成环保宣传片。你以为你贫两句，都会傻逼一样的跟着你笑","At last it waited for high definition, just to see how bad it was. After reading, I can only say this, what, a little anal for this XX thing, micro-blog and you can yell, this film is what XX things, without affectation, want to know is that idiot screenwriter Wang Shuo. China Friendship annual edition of the Spring Festival is the lowest in ten years, and the film is almost an environmental publicity film. Do you think you are poor two, like idiot laughs with you",0.741397
10,"终究还是不听劝……但我真觉得冯小刚的电影不应该啊……其实非诚勿扰2啊、唐山大地震啊、1942啊我都还蛮喜欢的，真没想到这片子能敷衍到这种程度，只能理解为冯小刚因为1942票房不好故意跟观众怄气呢。","After all, I still don't listen to the advice... But I really don't think Feng Xiaogang's movies should be... In fact, the 2 Tangshan earthquake If You Are The One ah, ah, ah 1942 I quite love, really did not expect the film to perfunctory to such a degree that can only be understood as Feng Xiaogang because of the 1942 box office is not good deliberately angry with the audience.",0.814763
10,"终究还是没看完，冯小刚纠结于个人情绪化的表达，看起来愤世嫉俗的有些拧巴！最终又想表达些什么，影片的调子已经拉不回来了。冯氏最烂的一部。","After all, he didn't finish it. Feng Xiaogang was entangled in his emotional expression. It seemed a bit cynical! In the end, I want to express something again. The tone of the film can't be pulled back. One of the worst feng.",0.73592
10,"结构，故事都不好，感觉很莫名其妙","The structure, the story is not good, the feeling is very indescribable",0.720919
10,"给群众们看春晚一个良好的心理基础，痛苦地是，我看完春晚以后再看的。","To the masses to see a good psychological foundation of the Spring Festival, the pain is, I read after the Spring Festival evening.",0.738663
10,"老冯这次拍的就是商业广告片加公益广告片，故事主轴就以一家定制公司为线，太过松散，最后的公益广告片直接雷死，我们是掏钱去获取快乐的，公益片我真不想花高昂的电影票钱去看，这次真的太坑了。","This film is the old Feng commercial advertisement and public service advertisement, with a main story customization company as the line, too loose, direct lightning last PSAs die, we are happy to get the money, I really don't want to spend the public film high movie ticket money to see, this is really too pit.",0.789151
10,"老婆说不好看，那就是真不好看了 。","The wife said it was not good, that was really not good.",0.762902
10,"老瓶装新酒……看不下去…，多亏没去影院看^_^","Old bottles of new wine... I can't see it. No, thanks to go to the cinema to see the ^_^",0.804678
10,"能打0分就好了，第一部打一星的电影，但绝不会是最后一次。还是电影院看的，妈的我想骂人","It's good to play 0 points, the first movie to hit one star, but it won't be the last time. It's the cinema, mom, I want to swear",0.779886
10,"脑残大烂片","Idiotic flop",1
10,"脱，俗","Detachment, vulgarity",1
10,"自己独自一人去看的，因为很无聊想找点乐子，结果越看越无聊了。。。。。几乎找不到笑点，情节太扯了，没什么意思，还是不要看了，浪费时间","I am alone to see, because it is very boring to find some fun, the more boring the result, the more boring. I can hardly find a smile. The plot is too tearing. It doesn't mean anything. Don't look at it. It's a waste of time.",0.801761
10,"自认并非豆瓣er。但这里足够丰富和有趣。尽管冯导开炮了，但还是良心打分。电影就俩字，呵呵。","The self recognition was not er. But it's rich and interesting. Although Feng led the gun, he was still a good conscience. The film is two words, ha ha.",0.734694
10,"范伟那一段不错 后面就越来越应付了事了  整个电影的主题也不明显  时间都去哪儿了  歌曲不错  但是衔接有点莫名其妙 为了煽情而煽情","Wei Fan did a good job later, and he was getting more and more settled. The theme of the movie was not obvious. Where did the time go? The songs were good, but the connection was a bit inexplicable.",0.853332
10,"莫名奇妙","Bullshit",1
10,"虎头蛇尾","Cop-out",1
10,"虚情假意真的膈应到我了。膈应的想象力，膈应的俏皮话，膈应的自黑，膈应的出发点。最暴发户电影。","I really should go to the false display of affection of the diaphragm. The imagination of the diaphragm, the nifty of the diaphragm, the self black of the diaphragm and the starting point of the diaphragm. The most outgoing movie.",0.812158
10,"虽然友邻们集体吐槽我还是趁着1毛钱（还是1分钱）抢票的运气的春风去看啦~虽然为了看这个片儿还花钱吃了奇怪的永和让我深感还是开封菜靠谱儿~大导你怎么就把这一流的广告拼成了电影呢您这就两只脚不沾地儿了吧。我只能说没看懂。因为您说看懂了就是骂你。可是这种被逼着被逗的感觉实在累呢。。","Although I have not collective Tucao or take advantage of 1 cents (or 1 cents) to grab votes to Kanla luck spring breeze ~ although to see the piece also spend money to eat strange food Yonghe makes me feel or opening fly ~ guide how do you put this into the first-class advertising movies do you this two without touching it. I can only say I didn't understand it. Because you say to understand is to scold you. But the feeling of being forced to be teased is really tired.",0.821331
10,"虽然是个烂片儿，但一警钟敲醒我了。要么俗着赚钱，要么牛逼着孤独，又想赚钱又想端着，就是无理取闹了。最后一段丹姐的梦想哪是好梦一日游，根本就是诚实大胆啊，先玩儿诚实：最想有钱。再玩儿大胆：到商场里冲人家喊，全场我请，钻石我包了。。。感觉丹姐被涮了还以为真是有人来报恩呢。。。","Although it is a rotten piece, but the alarm woke me up. Either money or vulgar, Niubi alone, and want to make money to end, is unreasonable. The last paragraph of the dream of Dan's dream is a good dream for a day trip, that is, honesty and boldness, first play Honesty: the most want to have money. Dare to play again: go to the mall and shout at the people, all I ask, the diamond I pack. Feel Dan screwed. The thought is someone to pay a debt of gratitude...",0.86663
10,"虽然豆油只给了5.3分，但观影多年，我是个很尊重电影的棱。嗯，看到环保阶段，我只能说我涵养还不够，我提前退场了，是的，棱森第一次的提前退场。果断负分，就这。","Although the soya bean oil only gave 5.3 points, but the view of many years, I was a very respect for the edges of the film. Well, seeing the stage of environmental protection, I can only say that I do not have enough, I quit in advance, yes, the first time to retire. The decisive negative score, that's it.",0.832666
10,"虽说大家都在骂冯小刚，但没看电影之前，我都不信电影能烂到这种程度，像王晶，刘镇伟这些导演吃老本骗钱就算了，拍片还能新瓶装旧酒，冯小刚连瓶子都懒得换了，大伙还是屁颠屁颠地送钱","Although we are scolding Feng Xiaogang, but didn't see the film before, I don't believe this film can be rotten to the extent, like Jing Wong Jeffrey Lau, the director of laurels money even, also set the new wine in old bottles, bottles and even Feng Xiaogang are too lazy to change, everyone still Pidianpidian to send money",0.760039
10,"蛇精病","Snake disease",1
10,"行吧 随便看看 也就最后段能看的 但是人人都知道这现状，其实也没啥心意。除了最后最后段 网上抄的 还没说就知道答案了","Just look at what you can see at the end of the line, but everyone knows it, but it doesn't mean it. In addition to the last section of the last paragraph on the online copy of the answer to know the answer",0.768619
10,"表演做作、四个演员轮流上阵糊弄鬼啊？唯一外景拍得好看。PS：电影最后各种道歉、你咋不和观众道歉、果断再降一颗星。","The performance and the four actors take turns to play the ghosts. The only view is good. PS: at the end of the film, you don't apologize to all the audience an apology, decisive drop a star.",0.839858
10,"觉得冯小刚拍的电影应该还不错，可昨晚看完实在是大失所望，让我这种最有耐心的人都想中途退场，可以想见有多烂：整部电影感觉就是胡乱拼凑，前言不搭后语，如果中国最出名的导演都是拍的这种片子，以后真不用再看中国电影了，鄙视冯小刚，浪费中国人民的感情！","Feng Xiaogang felt the film should be good, but last night was greatly disappointed after, let me the most patient people want to leave, you can imagine how bad: the movie feeling is cobbled together, anacoluthon, if Chinese is the most famous film director, really do not look at the Chinese film, despise Feng Xiaogang, China wasting people's feelings!",0.802891
10,"觉得这片子好的人 一定没看过甲方乙方  我对不起和平女侠 没能把您那段看完我就睡着了 我对不起周围看电影的人 我的呼噜声属实大了点  包袱笑料都是硬抖出来的 不过我是花十块钱看的 对得起这个票价 超过二十我都急","Think it's good people haven't seen Party B I'm sorry no woman could bring you peace that I fell asleep as soon as I look around the film sorry my snoring true bigger burden jokes are hard shake out but I spent ten dollars to see to afford the fare of more than twenty I was anxious",0.767562
10,"言无物","Speechless",1
10,"讽刺？段子罢了。看片尾字幕长长的赞助广告，私人定制！冯导别和玩豆瓣不懂电影的傻X们较真，乖乖数钱得了！","Sarcasm? The paragraph. Look at the long sponsorship of the caption, private custom! Pingdao and don't play silly watercress do not understand the film X seriously, the amount of money was good!",0.713711
10,"说在最前面的：1、中国电影迟早被水军毁了2、水军你们真的不如卖哔的。正文：最少要給一星么。。我不给行么？給一星以上的都是好人，特好特好的人，妹纸遇到看这片还給一星以上评价的就从了吧～别提我，你脱光躺我床上我也不給这片加星，一星，真的不能再多了","In the front of the 1, China film was destroyed 2, sooner or later the navy navy you really sell beep. Text: at least one star. Don't I give it to you? Those who are more than one star are good men. They are very nice. They can't see any more of them when they see this piece.",0.941094
10,"说好的贺岁喜剧呢！！看着假脸李小璐和深井冰白百合就没食欲。。= =！。。一定是故意挑了我讨厌的女演员。。一定是一定是。= =！。","What a good new year's comedy! Looking at the fake face Li Xiaolu and the deep well ice white lilies there's no appetite. = =! It must have been a deliberate choice of my disagreeable actress. It must be. = =!",0.846098
10,"说它是喜剧吧，还不如说它是：所谓喜剧。反正我是生平第一次在电影院看到半场就落跑的，更别提什么值不值票价了。","It's a comedy, it's not as good as comedy. Anyway, I was for the first time in the cinema to see the first half of the run, not to mention what is worth the price.",0.787088
10,"说实话，一星我都嫌高了。冯王打出了成全别人恶心自己的口号，就是为了给华谊捞金。意思是你们爽了就行了，为了取悦你我自己都恶心了。但是我告诉你，这就是通篇垃圾逻辑不通七拼八凑的狗血剧，我看了，我没爽我也恶心了，冯导，您高看您自己了！","To be honest, I'm too tall for a star. Feng Wang made the slogan of making others nauseous, in order to give Hua Yi gold. It means you're cool and I'm disgusted to please you. But I tell you, this is all rubbish illogical rigged up the idea that drama, I see, I didn't cool I also nausea, Pingdao, you see yourself high!",0.796224
10,"说是什么喜剧，整部片儿下来竟难笑出一声。王朔写的啥剧本啊，便秘嗑药写出来的？白白糟践了我亲爱的葛大爷。一开始看宣传什么心愿规划师梦境重建师，还以为是像盗梦空间那样的科幻片呢，结果看完也没发现这些title起的啥用。最后整的啥环保心灵鸡汤恶心谁呢！看这片就十足的恶心自己好么！","That is what the whole piece of comedy, down unexpectedly hard to laugh out of a sound. What the script written by Wang Shuo ah, write out the constipation drugs? In vain spoil my dear uncle ge. At the very beginning, I saw what a dream planner dreams reconstructor was, and I thought it was a sci-fi movie like a dream space. After that, I didn't see the use of these title. What's the end of the whole green soul chicken soup? Look at this piece of disgusting yourself!",0.797831
10,"说点情节以外的。影片的结尾，一行：恭祝全国人民马年大吉。算是告诉我们，春节到了，我们该过年了。总得来说，电影很烂，虽然早有准备，但还是超出的想象。","Other than the plot. At the end of the film, a line to the National People's horse. It is told us that the Spring Festival is here, we should celebrate the new year. In general, the film is very bad, although it is prepared early, but still beyond the imagination.",0.792311
10,"负分","Negative points",1
10,"超级大烂片，居然排片超级高，搞得我花钱恶心自己，成全烂片高票房","Super bad, actually row piece super high, I got sick of my money, do some high box office",0.765645
10,"超难看","Unsightly",1
10,"跟尼玛三个小品一样！就第一个小品还行，剩下两个太垃圾了！","Fuck like three pieces! The first piece is OK, and the rest of the two are too garbage!",0.7332
10,"跟爹媽和爹同事進電影院看這部極不接地氣的…額…什麽的相聲段子？低俗組最強陣容，前一個小時范偉的段子諷刺笑點惡心無聊到我了所以後面也看不下去了，片子除了海南島差的真是簡直了。","With parents and father colleagues into the cinema to see the very down to earth... The amount of... What's the cross talk? The vulgar group has the strongest lineup. Wei Fan's passages in the first hour are satirize, laugh, nausea and boredom to me, so I can't see any more later. The movie is really bad except Hainan Island.",0.768332
10,"还不如抗日电视剧 至少抗日电视剧里还能看超级英雄 这电影真心是负分","It is not as good as the Anti Japanese TV drama at least the Anti Japanese TV play can see the superhero, the movie is really negative.",0.77028
10,"还好在年末看了，恶心完了就完了，在年初看，这得恶心一整年。","It's good to see it at the end of the year, and the nausea is finished. At the beginning of the year, it's a whole year of nausea.",0.832127
10,"还好影院关了灯，还好我买了爆米花和可乐不加冰，还好上述两项成功营造出了看电影的气氛。不然我真不知道还能说点什么。","It was good that the cinema turned off the lights, and I bought the popcorn and Coke without ice, and the two success created the atmosphere of the movie. Or I really don't know what I can say.",0.890474
10,"还好我没去电影院花钱看！！！","It's good that I didn't go to the cinema to pay for it!!!",0.748859
10,"还好没买票去看 看得我想掀茶几砸电视","It's good not to buy tickets to see I want to lift the tea table and smash the TV",0.736081
10,"这个真心差~~","This is really bad ~ ~",0.730702
10,"这几年无论多烂的片子都能坚持看完，但这片子看到一半就让我有退场的冲动，本身情节就很不讨好，再配合一些无趣的笑点，可以说，很烂。","In the past few years, no matter how rotten films can be kept watching, but half of this movie let me have the urge to quit, and the plot itself is very ungrateful. With some boring laughter, it can be said that it sucks.",0.717441
10,"这或许是冯小刚拍过的所有电影中最烂的一部，也肯定是我今年看过的最烂电影前5强。且不谈论那些高大上，作为一个普通观众我只想找部电影开心一下，但它连笑点都没几个。冯小刚想通过这部电影补1942票房的坑？别开玩笑了，只怕这部造成的损失比1942更多。","This is probably the worst of all the movies Feng Xiaogang has ever made, and it's definitely the top 5 of the worst film I've seen this year. And not talking about those tall, as an ordinary audience, I just wanted to find a movie to be happy, but it didn't even laugh at a few. Feng Xiaogang wanted to fill the hole in the 1942 box office through the film? Don't make fun of it, but it's more likely to lose more than 1942.",0.864864
10,"这果然是一部对得起我那张特价票和5.4评分的电影！完全没有感觉到作品的诚意！王铮亮的歌不错，范伟那段还凑合，最后一段如果你是环保宣传片我也很喜欢，可是这跟影片有半毛钱关系啊！差点我就要骂出来了！","It was a movie that got my special ticket and 5.4 score. There is no sense of the sincerity of the work. Reno Wang's song is good, Wei Fan is also the same, the last paragraph, if you are an environmental publicity film, I also like it, but it has a half money relationship with the film! I'm almost scolding!",0.797471
