"ranking","Chinese.origin.data","Google.translated.data","Baidu.English.sentiment.analysis.positive.probability.base.on.Google.translated.data."
10,"烂 极烂","Rotten",1
10,"烂，渣","Rotten, slag",1
10,"烂～～","Rotten ~ ~",0.807858
10,"烂～太烂了～！","Rotten ~ sucks ~!",0.720371
10,"烂哭","Rotten",1
10,"烂得莫名其妙","Rotten inexplicable",1
10,"烂死了","Rotten",1
10,"烂烂烂","Rotten",1
10,"烂片~ 浪费了钱~","Bad film ~ a waste of money ~",0.706091
10,"烂片~~","Rotten film ~ ~",0.785959
10,"烂片频出……","Filming frequently",1
10,"烂透","Rotten",1
10,"爆米花","Popcorn",1
10,"爛的境界","Rotten realm",1
10,"片子想取的寓意很好，但是拍俗了，蛮失望的，全篇亮点除了最后对大自然的反思就没了，白百合和李小璐成功的塑造了俩个漂亮的花瓶，可惜了葛优的演技了","The film wants to get a good moral, but the clap, quite disappointed, all the highlights in addition to the final reflection on nature gone, white lilies and Li Xiaolu successfully created two beautiful vases, a pity Ge You acting",0.741068
10,"牙碜","Teeth",1
10,"狗尾续貂","Dogtail ferret",1
10,"狗屁不通","Farts unreasonable",1
10,"王朔日子过舒服了，编出来的东西都没魂了。冯导不是个好技师，挠痒痒挠的很不舒服。葛大爷挺卖力气，春晚上三个小品不费劲。白百合胸比想象的大，羽凡挺性福。我是个俗人，上三代都是俗人。按照片子里面的定义，这部剧相当的高雅了。","Wang Shuo days comfortable, compiled out of things are not soul. Feng guide is not a good technician, scratching it is very uncomfortable. Uncle Ge is very hard, three pieces of Spring Festival evening effortlessly. White lily than expected big chest, feather very blessed. I am a layman, the last three generations are laity. According to the definition inside the film, the play is quite elegant.",0.893302
10,"王朔老了，冯小刚也是，从70后到90后都接不上观众的地气，和小四比，王朔还算严肃艺术，冯，王有点鸡肋，还有点要教育观众，这是透支冯多年的名声的一步。","Wang Shuo is old, Feng Xiaogang also, from 70 to 90 are unable to meet the atmosphere of the audience, and the small four, Wang Shuo still serious art, von, the king a bit tasteless, but also point to educate the audience, which is overdrafts Feng for many years The reputation of the step.",0.707883
10,"王铮亮的歌挺好听的","Wang Zheng Liang's song is very good",0.701369
10,"现在电影真是赶上了人民群众物质文化发达，但精神世界严重匮乏的好时候了。难看好看又怎样的，反正除了这个也没别的看。就像再难吃的饭，饿了也得一样吃啊。况且又是大厨做的，好多人抱着试一试的态度也会来尝尝。光凭这，票房也不会差啊","Now the film has really caught up with the people's material and cultural well-developed, but the spiritual world a serious lack of good time. Ugly look like, anyway, except this one no other look. It's like a bad meal, too, and it's the same if you're hungry. Moreover, chefs do, many people try to hold the attitude will try. With this alone, the box office will not be bad ah",0.86089
10,"理智一些去想想就能想出原因，中国不缺乏优质导演，但再优质也抵不住俗套的价值观，冯导我是一直支持的，但理想遇到现实就败下阵来来。眼观近年的低俗的大陆的电影，是什么让中国的电影集体低俗，再看看现实社会的种种行为，不难想象，所有的结果都是时代的产物。","Reason to think of some can come up with the reason why China does not lack good quality directors, but then high quality can not resist the stereotyped values, Feng led me to always support, but the ideal encounter reality to defeat. Looking at the vulgar mainland movies in recent years, what makes the Chinese film collective vulgar, and then look at the actual social behavior, it is easy to imagine that all the results are the product of the times.",0.896417
10,"生硬","stiff",1
10,"甲方乙方还能感觉到意外，这一步我看的时候提着心害怕他出意外，感觉情节很假，观众还没入戏电影片段一个个结束！就是为了赚钱，糊弄观众！无耻，冯倒！！！","Party B can also feel the accident, this step I looked at the time mentioning the heart afraid of his surprise, feeling the plot is very fake, the audience has not yet entered the movie one after another movie! Is to make money, fool the audience! Shameless, Feng down! ! !",0.802711
10,"电影3个小故事和一个狗尾巴。第一个挺欢乐，第二个前面还行，宝强哥就是冯导给咱笑张开的嘴巴里面塞进去的一个苍蝇，从此恶心到最后。看前40分钟就行了的电影。傻逼的无聊电影，真是不骂不爽，还特么是限价片，又贵又烂。","Movie 3 stories and a dog tail. The first very happy, the second front of the line, Baoqiang Columbia is Feng guide to laugh in the open mouth inside a flock into a fly, from disgusting to the last. Look at the first 40 minutes on the line of the movie. Sucker silly movie, really scolded unhappy, but also what is the limit price film, expensive and rotten.",0.788876
10,"电影不知所云~~~垃圾制作~~","Movie unintelligible ~ ~ ~ Garbage production ~ ~",0.853164
10,"电影啥的还是有个整体好，不然就整三个小片子好了。说到底就是有钱没钱，所以没新意顺带俗。结尾的道歉有点呵呵。另说白百合演技什么的差劲啊，说话神态从失恋三十三天到现在就一个样，完全无法入戏。别自认一副清新文艺范了好嘛","What is the movie or the overall good, otherwise the whole three small good. After all, there is money and money, so no new ideas along the vulgar. End of the apology a little ha ha. Another said that the performance of white lily bad ah, speaking from the romance of thirty-three days to a kind now, completely unable to play. Do not think of a fresh literary Fan Well Well",0.85363
10,"电影是真心不好看 不过宋丹丹演的挺好","The movie is really not good, but Song Dandan played very good",0.798889
10,"电影本身没啥意思，三个故事无比俗套，勉强加些社会热点段子，可惜都是老段子，早就没有笑料，最后再来个俗套的煽情，总之一切都是大家在网上已经见过的，还有最后一辆车的笑话，也太老了，整个就是炒剩饭。讽刺的俗套而没深度，越发让人觉得导演的肤浅！另外：看到第三个故事时睡着了。。。","The film itself has nothing to say, three stories are very clichés, barely add some social hot sections, but unfortunately all the old ones, long ago there is no jokes, and finally come back with a stereotype of sensationalism, in short, everything we have seen online, but also The last car joke, too old, the whole is fried leftovers. Ironic stereotypes and no depth, more people feel the director's superficial! Also: Asleep when I saw the third story. . .",0.795089
10,"电影没啥好说的，差点我都睡着了，不过影片让我知道，海南风景.确实不错，西湖边全是富人别墅。","Movies nothing to say, almost I fell asleep, but the movie let me know, Hainan scenery is really good, the West Lake is full of rich villas.",0.722918
10,"电影里他们的公司誓言挺合适的，看这片就是成全别人，恶心自己。从小到大看过的最烂的一部电影，没有之一。其它烂片使劲想想好歹能挖掘出一两点优点，这片简直呵呵哒。负分滚粗（︶︿︶）=凸","Their company in the movie vows quite appropriate, look at this piece is to fulfill others, disgusting themselves. One of the worst movies ever seen. Other bad movies hard to think of whatever the outcome, to dig out one or two advantages, this piece simply Hehe da. Negative scalings () ︿)) = convex",0.816728
10,"电影里没有任何一个角色立的住，梦想公司所有人都像一个人的分身说话，然后来寻梦的人都像神经病，唯一不像神经病的宋丹丹，居然是被强制来实现梦想的。立志要改革春晚的冯导演，在电影里几乎把最差春晚的毛病全学会了，一堆没有任何理由来来去去的演员，各种植入的景区和品牌，当然还有絮叨的说教","There is no single character in the movie. Everyone in the dream company speaks like a man. Then the people who dream of it are all neurotic. The only song that is not neurotic, Song Dandan, is actually forced to fulfill his dream. In the movie, almost all the mistakes of the worst Spring Festival Gala have been learned, a group of actors who have no reason to come and go, various implanted scenic spots and brands, and of course, persuasive preaching",0.754394
10,"白百合怎么不去死一死！！！冯导大清早地连发微博，泼妇似的骂街行为完美解释了什么是小气，与其怒发冲冠，不如静下心来看看到底是哪里出了问题。大导演听进批评不丢人，这部片子恶评如潮的情况下您还能赚的盆满钵满也算是对您大导演这个名头的认可了。","White lily why not die! ! ! Feng led the early morning bursts of microblogging, shrew-like flattering act perfectly explains what is stingy, and its angry punch, it is better to stop and see where in the end a problem. Listen to the director into the criticism is not shameful, this film critics tide situation you can earn pours pudding can be considered the name of your director's recognition.",0.716455
10,"白百合除了三三天全部都是渣～居然每一部都因为各种原因去看了～还好每部都不是自己花钱看的～假大奶大胆素颜，可仅仅是更加暴露了她整容整过了这个事实，一看到她就觉得不符合冯导气质，各种跳戏～可恶最后公益做的太脱节又瘆人。看来导演是抱着既然我都道歉了就恶心你们到死的目的了～","White lily in addition to three or three days are all slag ~ actually every one because of various reasons to see ~ Fortunately, each is not their own money to see ~ Fake milk boldly look, but only more exposed her plastic surgery After this fact, I saw that she did not meet the conduct of Feng temperament, all sorts of dance ~ hate the last public service to do too detached and excuse me. It seems the director is holding Since I have apologized to disgust you to the purpose of death ~",0.913323
10,"盛名之下无虚士，和传说中一样差。奢华拍得不如小时代好看，剪辑神逻辑不如富春山居图颠覆，搞笑不如情景喜剧放得开，思想比公知浅薄那么一点，社会批判性不如李大眼煽动。片名意思是，这是导演编剧订制给每个观众的夹带私货精神文明说教短片集，总有一款教育你，你看我们多深刻。","Under the well-known no fictitious, and legendary as bad. Luxury looks better than the younger generation looks good, editing logic is not as good as the subversion of Fuchun Mountain Habitat, funny sitcom put open, the idea is shallow than the well-known, social criticism as Lee big eyes incite. The name meaning is that this is the director of the screenplay ordered to each audience with private smuggling of spiritual civilization to preach video clips, there is always an education for you, you see how deep we are.",0.868884
10,"看了个序就想走了，觉得对不起门票就忍着看了一个多小时广告，最后还是提前走了。冯导您要是想针砭时弊请先放下银子。","Read a sequence wanted to go, I feel sorry for the tickets for more than an hour to read the ad, and finally go ahead of schedule. Feng guide you if you want to pinpoint the pros and cons please drop the money.",0.743482
10,"看出来刚哥最近缺钱缺的厉害，旅游宣传片，会所广告，感觉到了导演的挣扎，想要大雅1942却不赚钱，想要大俗却叫好，可惜已经过了冯氏喜剧的时代，大家笑点都高了，只能凑部明摆着圈钱的戏让愿者上钩了。","Just saw the recent absence of lack of powerful brother, travel videos, club ads, feel the director's struggle, but do not want to Daya 1942 profitable, but vulgar but applauded, but unfortunately has passed Feng's comedy era, everyone The jokes are all high, and only the minibus is clearly hooked by the petty lover.",0.824796
10,"看到这，突然觉得小时代还行，幂幂可爱过假奶亮和绿茶百合婊。","See this, I suddenly felt that the younger age is also OK, the power of lovely fake milk and green tea lily bitch.",0.747332
10,"看完了以后我和朋友沉默了一阵说：擦，早知道把这点钱拿去捐给外边乞讨的，最起码人家还实在的冻着呢～ ps：第三个故事结尾开始放歌的时候，放映厅的人走了一半～ 我忍住了走的冲动，看完了环保宣言=_= 呵呵…","After reading my friend and I was silent for a while: rub, I knew this money to get donated to begging outside, at least people really cold it ~ ps: the end of the third story begins to sing, the auditorium Half of the people go ~ I hold back the impulse to go, read the Declaration of Environmental Protection = _ = Oh ...",0.734557
10,"看完感觉整个人都不好了。骂了一个多小时的娘还不解气。。。冯小刚，操你妈！","After reading the whole person is not good. Scolded more than an hour of the mother is not resolved. . . Feng Xiaogang, Fuck your mother!",0.730075
10,"看完私人定制，真的是忍不住了，爬起来，把豆瓣的账号找了出来，必须给个一星，要不然不解恨，拍的什么狗屁玩意儿，中间一点没笑，还睡着了，冯导功力高啊","After reading the custom, really can not help it, get up, the Douban account to find out, you must give a star, or else do not understand the hate, what the shit stuff, the middle did not laugh, but also fell asleep Feng's skill is high ah",0.737781
10,"看完隔了两天来打星，很愉快的发现自己已经不犹豫打三星还是两星了呢~","After reading the two days to play the stars, it is pleasant to find that they have not hesitated to play Samsung or two stars it ~",0.711302
10,"看的云里雾里...大概知道它要表达过去的时光不再来，想要的东西实现不了，于是催生了私人定制。但私人定制可以改变人对地球或者其他事物的改变吗？到头不过是白日梦。这电影挺悲观，也自嘲，用高中老师爱说的：中心思想不明确，论据用的不准确。","See the fog in the clouds ... probably know it to express the past time is not coming, what you want can not be achieved, so the birth of a private custom. But private custom can change people on the earth or something change? End is nothing but daydreaming. This film is very pessimistic, but also self-deprecating, with high school teacher love to say: the central idea is not clear, argument is not accurate.",0.732781
10,"看睡了~","Sleep ~",0.713618
10,"看睡着了","Looked asleep",1
10,"看过的最无聊的贺岁片~","Have seen the most boring New Year film ~",0.706221
10,"看过的朋友都说烂，要我不要去看。我还以身试法非要看看，结果，第二个故事开始就哈欠连天，丹姐一出来，我就睡着了！还挺香，被一男的接电话给吵醒了，恨得我！起身走人！出了电影院，我抽了自己一耳光，犯贱！","Have seen friends say bad, I do not want to see. I also defy the law to see, the result, the second story yawns, Dan sister out, I fell asleep! Still very fragrant, was awakened by a man's answer to the phone, hate me! Get up and leave! Out of the cinema, I smoked a slap in the face, committed cheap!",0.792333
10,"看这部片子之前，我一直在想，王朔的编剧，冯小刚回归喜剧，加上葛优，这电影不会差，只是豆瓣太多人装逼，喜欢把自己放在一个很高的位置上，认为接地气的东西太俗，看完我才发现，不接地气的反而是这部片子，从头到尾不知所谓，想标榜着一个正直的观点去嘲讽社会却连槽点都没找好，失望","Before I watched this film, I always thought that Wang Shuo's screenwriter and Feng Xiaogang returned to comedy. With Ge You, this movie would not be bad. Just too many watercress loads and they like to put themselves in a high position. Grounded things too vulgar, I found that after reading, do not touch the air is the film instead, from start to finish I do not know the so-called, would like to flaunt an honest point of view to ridicule the community did not find a good slot, disappointed",0.864546
10,"真不咋地，一星是给第三个宋丹丹那个的，故事挺新颖，但是都太粗糙，不吸引人，","Really not good, a star is for the third Song Dandan, the story is very new, but are too rough, not attractive,",0.725532
10,"真心怀着对冯导的敬意去了电影院，票子打完折三十五一张，出来后觉得还不如电影频道，这是甲方乙方的2014贺岁版，非常非常失望。","Really with the respect of Feng guide went to the cinema, discount tickets finished thirty-five one, came out feel better than the movie channel, which is Party B's 2014 New Year's Edition, very, very disappointed.",0.740327
10,"真是差啊！敢把这种超级烂的剧本拍片上映，也真是有胆了，真不怕被人骂！这烂片还用得着编剧和导演？。以后去影院还是该看枪战片或进口大片，即使剧情烂，耳朵也算能享受一下。看来2013最恶心的事看来就是看这个烂片了。","Really bad ah! Dare to film this super-bad film release, but also really courageous, really afraid of being scolded! This rotten films also need screenwriter and director? . After going to the theater or to see the gun battle films or imported movies, even if the plot is bad, ears can be considered enjoyable. It seems 2013's most disgusting thing seems to look at this bad film.",0.722727
10,"真是无聊透顶毫无乐趣啊~给最后的环保宣传片打一星当是做好事吧~","Really boring ah no fun ah ~ to the last green promotional video hit a star is a good thing ~",0.727554
10,"真的，不好看～～","Really, it does not look good ~ ~",0.846422
10,"真的很烂~","Really sucks ~",0.707637
10,"真的感觉不好看·······················拼拼凑凑的感觉","Really does not look good · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · ·",0.865402
10,"真的是五块钱都不值得去看的电影，胡编乱造得一点水平都没有，甲方乙方还能看出点真诚，电影不好看能退票么？也许这样能激励点导演拍点好看的片子吧？总结一这部电影：成全冯导，恶心大家。恶心","Really is not worth five dollars to see the movie, a bit confusing to create a little level, Party B can see the point of truth, the film does not look good refund it? Maybe this motivates the director to make some good movies? Summarize this film: Complete Feng guide, disgusting everyone. nausea",0.715247
10,"睡着","sleep",1
10,"睡着了 李小璐为啥整容呢 以前多好看啊……葛优演技很好","Li Xiaolu asleep as cosmetic surgery before how nice ah ... GE Ge excellent acting skills",0.798424
10,"瞎鸡巴扯淡","Scruffy nonsense",1
10,"矫情","Hypocritical",1
10,"确实不怎么样~","Really not very good ~",0.843774
10,"票买早了，早知道只有5.2分我是不会去买的。今年看过的最脱戏最无聊的电影。连范伟都不搞笑了。要不是左边的大妈一直在排泄出特别臭的臭屁熏得我几次都精神了，我早睡着了","Tickets to buy early, I knew only 5.2 points I will not buy. This year saw the most off the most boring movie. Even Fan Wei are not funny. Or if the left aunt has been excreted a special smelly fart smoked several times I have the spirit, and I fell asleep early",0.735025
10,"票房高是一定的，因为大家要看过，才能好好的骂。","Box office is a certain high, because we have to read before we can scold good.",0.719445
10,"私人定制 是当初上映时阴差阳错看到的，对我一个平时不怎么热衷去影院观影的人来说，也算是场缘分。但当我看完的第一反应确实不怎么样，它完全对不起我花的钱，刨去主演，你根本没办法想象这是一个连贯的作品，那种感觉就像是明明不属于这个地方的拼图硬被拼起来一样，除了难受还是难受。。。","Private custom is the original release when you see the error, for me, usually not very keen to go to the cinema watching movie, can be considered a fate. But when I read the first reaction is really not good, it completely sorry I spend money, shaved to starring, you simply can not imagine this is a coherent work, that feeling is clearly not belong to this place Puzzle hard fight together, except uncomfortable or uncomfortable. . .",0.76122
10,"私人定制，冯小刚用很长一段反击了评价他俗的人，有点像赵本山春晚小品反击别人说他俗的感觉。给人感觉很酸很矫情。王朔从痞子变成了文人，少了年轻时给冯小刚写本子的幽默，也少了成名之后送给姜文本子的霸气，反而变得很哲学，很沉思，和冯小刚有点不搭调了。","Private custom, Feng Xiaogang with a long period of counterattack evaluation of his vulgar people, a bit like Zhao Benshan Pieces back against others that he vulgar feelings. People feel very acid is hypocritical. Wang Shuo became a literati from the riffraff, less young to Feng Xiaogang's book to write the humor, but also less famous after giving the text of Jiang domineering, but become very philosophical, very pensive, and Feng Xiaogang a little dissonance.",0.772271
10,"私人定制，它带着一张面具，拒绝以真面目示人，所有人都用一种逢场作戏的姿态讥笑别人，以为站在道德制高点，可以批判世俗，调戏他人，奚落人生如梦如影。冯小刚越来越缺少一种艺术创作的灵气，和批判自身的勇气。后者这才是喜剧真正的魅力。","Private custom, it with a mask, refused to show people the true colors, all in a flirtatious attitude ridiculed others, that standing on the moral high ground, you can criticize the secular, teasing others, like the dream of ridicule. Feng Xiaogang increasingly lacked the aura of artistic creation and criticized his own courage. The latter is the real charm of comedy.",0.77654
10,"私人定制太好了，帮我第一次在电影院入眠～","Private custom is great, help me sleep in the cinema for the first time ~",0.722483
10,"突然觉得小时代真的好好看！","Suddenly feel that the era really look good!",0.724515
10,"立意不错，但拍得真的是……还不如小时代呢= =","Good intentions, but the picture is really ... ... not as good as an era = =",0.71564
10,"立意先行，说讽刺，更像发泄和自我催眠，没有表达的技巧，太直白。片如其名，这部电影更像是创作者给自己私人定制的发泄场所，以至于拍的好不好似乎不重要了。结果对于想要看部好电影的影迷来说，这片看着很膈应。","Acting first, saying satirical, more like venting and self hypnosis, no expression of skills, too straightforward. Film as the name, the film is more like creators to their private custom venues, so good and bad shot does not seem important. The results for the fans want to see a good movie, the film is very diaphragmatic look.",0.811641
10,"第一个故事 批判国家当官的容易腐败 .　　第二个故事 批判有钱人上流人反而觉得农民的生活不俗 .　　第三个故事 批判普通人第一个直觉就是想要有钱 .　　纵观整个影片，引人反思和解决办法性的内容较少，不成文的跳跃让整部影片很牵强，如果单独每个故事，每个细节，以及最后对环境保护的声讨，那都是","The first story criticizes the corruption of state officials, the second story criticizes the rich but does not feel inferior to peasant life, the third story criticizes ordinary people's first instinct is to want money. Video, introspective and solution less content, unwritten jump so that the whole movie is very far-fetched, if each story alone, every detail, and finally the denunciation of environmental protection, it is",0.76911
10,"第一个故事因为范伟的造型让我恍惚看到了蛤蛤和二月鸟合体，感觉还不错，结果冯导马上用第二个故事给我糊了一脸shit。第三个故事不咸不淡的演完，冯导又担心我们睡着马上糊上来第二坨shit。","The first story because Fan Wei styling let me trance to see the cockle and February bird fit, I feel pretty good, the results of Feng guide immediately with a second story gave me a look of shit. The third story is not salty does not play the end, Feng guide and we worry about falling asleep immediately after the second lump shit.",0.793226
10,"第一次在温市看中文电影，喜欢大家嘻嘻哈哈一起笑，四季小朋友坐在身边，看电影还是为了个气氛嘛~","For the first time in the warm city to watch Chinese movies, like everyone laughing together laughing, seasons children sitting around watching movies or to an atmosphere ~",0.758988
10,"第一次进影院看冯的电影，也是目前感觉最渣的作品。摄影、布景等非故事核心的部分越来越高大上了，故事本身却越来越莫名其妙了。","The first movie to see the movie theater, but also feel the most dregs of the work. Photography, set scenery and other non-core parts of the story getting higher and higher, the story itself is more and more inexplicable.",0.796158
10,"第一段总结是人民腐蚀了政府官员，人民太坏！第二段说我冯小刚就一拍俗片儿的你们爱看看不看滚。第三段给有钱人洗地，有钱也是很痛苦的呀！最后那一段诗歌朗诵无力吐槽。广告植入得令人发指，我居然掏钱看了这么一部散发腐臭的电影，实在值得反省。以后再没电影看都不能再给烂片贡献票房了。","The first paragraph concludes that people have corrupted government officials and that the people are too bad! The second paragraph said I Feng Xiaogang on filming child you love do not look at rolling. The third paragraph to wash the rich, rich is also very painful! The last piece of poetry recitation is unable to Tucao. Advertising implacable, I actually watched such a rancid film, it is worth reflection. No movie later can no longer contribute to the bad box office.",0.714841
10,"等到一年后才去看这部片子，看完后就删除了，是强忍着看完的，我不知道导演是在表达的什么，但到处可见广告，风景宣传片，在加上那些低能的自嘲，完全是乱炖，通过浮夸的方式表现钱权俗，生搬硬套，莫名其妙，还有最后那个所谓的情怀，都是骗人的。我甚至连评论的耐心都没有了。说好的道歉呢？懒得听了","Wait until a year later to see this film, after reading it is deleted, is enduring to read, I do not know what the director is expressing, but everywhere advertisements, landscapes, with those low energy 'S self-deprecating, completely arbitrary and stewed, displaying money and customs through exaggeration, exerting clumsy, inexplicable, and finally the so-called feelings, are deceptive. I did not even have the patience to comment. Say good apology? Too lazy to hear",0.742828
10,"简直不能更恶心人，说真的太后悔去看了。最后的环保宣传不觉得很突兀，很凑时间，很生硬，很矫情吗。本来也不算一无是处，毕竟那几段故事也是有有趣的点的，但是一比较同期挡，算一算性价比，就只有呵呵的感觉了","Can not be more disgusting people, really regret to see too. The last environmental advocacy do not feel very awkward, very time, hard, very hypocritical it. Had not been useless, after all, those paragraphs are also interesting point of the story, but a more block over the same period, calculate the cost, only Hehe feel",0.808559
10,"糕片～～","Cake piece ~ ~",0.780189
10,"纯粹从心理上就观赏的难受，如此不关注消费者感受的片子。就像中学时听校长冗长枯燥的讲话一样，期待着能快点结束。以后真的不能为了看电影有多烂才去电影院，冯导都成全自己了，我们也要对自己好点。","Purely psychologically uncomfortable viewing, so do not pay attention to the movie consumer experience. Just like the long and boring speech from the headmaster in high school, we are looking forward to an end soon. After really can not see how bad the movie went to the cinema, Feng guide all their own, and we have better for ourselves.",0.698792
10,"纯粹恶心人","Purely nausea",1
10,"终于知道公知为何惹人烦了，用电影票绑架观众接受导演的价值导向教育，这一点最恶劣。网上说的好，三段小品加一诗朗诵，极其没诚意的一部作品！","Finally, I know that it is annoying to know what is known. It is the worst that kidnappers use film tickets to receive directors' value-oriented education. Online said good, three pieces of sketches plus a poem recitation, a very unprincipled piece of work!",0.719342
10,"结构，故事都不好，感觉很莫名其妙","Structure, the story is not good, I feel very baffling",0.757205
10,"给一星已经很客气了。这样的电影好意思给自己打九分，呵呵，是百分制的吧","It's nice to give a star. This movie is so embarrassed to play nine points, Oh, it is a percentage system",0.728178
10,"给一颗星都嫌多，冯小刚的个人狭隘和低级趣味在王朔的江郎才尽下暴露的一览无余，果然人的思维境界决定他最终的高度，冯导还是回去多读读书吧，别凑热闹指挥春晚了，真心疼坐在电影院的两个多小时","To a star are too many, Feng Xiaogang's narrow and low-level personal interest in Wang Shuo Jiang Lang was exhaustive glance, of course, the realm of people's thinking determines his final height, or go back and read more Feng guide it, do not join in the fun spring night , Really sad sitting in the cinema for more than two hours",0.781216
10,"群众里面就算有坏人.最后还是雪亮的多.这个电影就值这个分.豆瓣上给的还是很公平的.台词太没有笑点了.中途无聊到要睡觉了.最后宋丹丹在车里卸妆那段算最好的.诗朗诵那些真他妈烂.恶心了观众.跌停了股票.","The masses inside even if there is a bad guy. Finally still sharp and more. The movie on the value of this. To the watercress is still very fair to give. Too boring lines to sleep. Finally Song Dandan remover paragraph in the car Count the best poetry reading those who really rotten disgusting audience.",0.719739
10,"老婆说不好看，那就是真不好看了 。","My wife did not look good, that is really not good looking.",0.744293
10,"老早之前看过，既然导演爱说脏话，我也应景一把，真tm差啊，既然我花钱看了，我就有评论的权利。人家一说你不好，就在微博上卷大街，可惜了没有卷街奥斯卡，要不您一准一屋子小金人了，小品导演。","As long ago read, since the director love to say bad language, I should be a King, really poor tm, since I spent money read, I have the right to comment. People say you are not good, on the micro-Bo roll the streets, but unfortunately did not roll the street Oscar, or you should be a room of a small gold man, director of sketch.",0.722907
10,"老瓶装新酒……看不下去…，多亏没去影院看^_^","Old wine bottled ...... can not stand it ..., thanks to did not go to the theater to see ^ _ ^",0.730318
10,"胡闹","Nonsense",1
10,"自以为幽默，自以为是","Self-righteous, self-righteous",1
10,"自作孽","Self-evildoing",1
10,"自恃甚高的JB毛","Rely on the very high JB hair",0.714698
10,"范伟那一段不错 后面就越来越应付了事了  整个电影的主题也不明显  时间都去哪儿了  歌曲不错  但是衔接有点莫名其妙 为了煽情而煽情","Fan Wei that section of the back to deal with more and more deal with the story of the entire movie is not obvious where to go the time the song is good but the connection is a bit baffling sensational and sensational",0.772745
10,"草泥马","Mud mud horse",1
10,"莫名其妙","baffling",1
10,"莫名奇妙","Baffling",1
10,"萨玛特贵族范","Samaritan aristocracy",1
10,"葛优以后别跟着冯导混了，掉价啊~前半部分毫无笑点看的莫名其妙的，最后的道歉更是显得无厘头，有种春晚主旋律的即视感~","Ge You do not follow the Feng guide mixed, the price ah ~ the first half did not grin to see the inexplicable, the final apology is does not make sense, a kind of Spring Festival Evening main theme of the visual sense ~",0.796458
10,"虎头蛇尾","Outraged",1
10,"虽然友邻们集体吐槽我还是趁着1毛钱（还是1分钱）抢票的运气的春风去看啦~虽然为了看这个片儿还花钱吃了奇怪的永和让我深感还是开封菜靠谱儿~大导你怎么就把这一流的广告拼成了电影呢您这就两只脚不沾地儿了吧。我只能说没看懂。因为您说看懂了就是骂你。可是这种被逼着被逗的感觉实在累呢。。","Although neighbors Tucao I still take advantage of 1 cents (or 1 penny) grab the votes of the spring breeze to see friends ~ Although in order to see this film also spent a strange eternal eat and let me deeply or Kaifeng dishes How do you fly to the top of the guide children this top-notch advertising fight into a movie it you two feet do not touch it. I can only say did not understand. Because you understand that is to scold you. But this feeling was forced to be funny is really tired yet. .",0.733891
10,"虽然是个烂片儿，但一警钟敲醒我了。要么俗着赚钱，要么牛逼着孤独，又想赚钱又想端着，就是无理取闹了。最后一段丹姐的梦想哪是好梦一日游，根本就是诚实大胆啊，先玩儿诚实：最想有钱。再玩儿大胆：到商场里冲人家喊，全场我请，钻石我包了。。。感觉丹姐被涮了还以为真是有人来报恩呢。。。","Although it is a bad film children, but a wake-up call awakened me. Or vulgar make money, or force the loneliness, and want to make money and want to carry, that is unreasonable. The last paragraph of Dan sister dream which is a good dream day trip, is honest and honest ah, first play honest: the most want money. Play again boldly: rushed to the mall shouting people, I asked the audience, I diamond bag. . . Dan sister feel shabu shabu really thought it was gratitude to it. . .",0.851829
10,"虽然豆油只给了5.3分，但观影多年，我是个很尊重电影的棱。嗯，看到环保阶段，我只能说我涵养还不够，我提前退场了，是的，棱森第一次的提前退场。果断负分，就这。","Although the soybean oil only gave 5.3 points, but watching the film for many years, I am a very respect the edge of the movie. Well, I see environmental protection stage, I can only say that I conservation is not enough, I quit early, yes, Lanson first exit early. Decisive negative points, this.",0.748951
10,"蠢片，自以为是","Foolish, self-righteous",1
10,"行吧 随便看看 也就最后段能看的 但是人人都知道这现状，其实也没啥心意。除了最后最后段 网上抄的 还没说就知道答案了","OK just look at the last paragraph can see But everyone knows this status quo, in fact, nothing to mind. In addition to the last paragraph of the last copy of the Internet have not said to know the answer",0.718914
10,"表演做作、四个演员轮流上阵糊弄鬼啊？唯一外景拍得好看。PS：电影最后各种道歉、你咋不和观众道歉、果断再降一颗星。","Performing acting, four actors take turns to fool the devil ah? The only location looks good. PS: The film apologized in the end, why do not you apologize to the audience, and decisively drop another star.",0.753016
10,"被恶心了。","Disgusted",1
10,"要不是后面四个人对环境的那篇言论，肯定这片得不了这么高分～","If not the last four people on the environment that speech, certainly not get such a high score ~",0.733379
10,"要继承要发扬，孩子不如爹，不好！","To inherit to carry forward, children as good as father, not good!",0.763125
10,"觉得冯小刚拍的电影应该还不错，可昨晚看完实在是大失所望，让我这种最有耐心的人都想中途退场，可以想见有多烂：整部电影感觉就是胡乱拼凑，前言不搭后语，如果中国最出名的导演都是拍的这种片子，以后真不用再看中国电影了，鄙视冯小刚，浪费中国人民的感情！","I think Feng Xiaogang film should be pretty good, but last night looked really disappointed, so I am the most patient people want to exit midway, you can see how bad: the whole movie feeling is random patchwork, the preface does not take the post Language, if China's most famous director is to shoot this film, after really do not have to look at Chinese movies, despise Feng Xiaogang, a waste of Chinese people's feelings!",0.71722
